Freq	gain	phase
3.41454887383360e+05	6.44026261533257e+00	-6.56575738027872e+01
3.68694506451957e+05	4.47052292686811e+00	-6.70337355846583e+01
3.98107170553497e+05	1.43709549988454e+00	-9.60032457842715e+01
4.29866234708227e+05	-5.40416774002171e-01	-9.71264556078626e+01
4.64158883361277e+05	-1.46159313106220e+00	-7.04087894755612e+01
5.01187233627272e+05	-3.44494812140361e+00	-7.13015465237418e+01
5.41169526546463e+05	-5.43062612482769e+00	-7.20863138400255e+01
5.84341413373517e+05	-7.41830409902975e+00	-7.27671860747962e+01
6.30957344480192e+05	-9.40770187881157e+00	-7.33477288900202e+01
6.81292069057960e+05	-1.13985765088046e+01	-7.38309781453903e+01
7.35642254459640e+05	-1.33907171561655e+01	-7.42194386160615e+01
7.94328234724280e+05	-1.53839405344190e+01	-7.45150814094665e+01
8.57695898590893e+05	-1.73780867610432e+01	-7.47193392717822e+01
9.26118728128792e+05	-1.93730155623200e+01	-7.48330989883635e+01
9.99999999999999e+05	-2.13686027277588e+01	-7.48566900571354e+01
